INCIDENT_ID,DATE,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,MULTIPLE_OFFENSE
CR_70279,03-OCT-00,0,36,34,2,1,1,0,0,5,1,249,1.0,92,93,34,1
CR_58114,09-JAN-99,0,4,4,6,5,5,6,0,5,1,174,0.0,18,53,46,1
CR_107542,11-NOV-05,0,21,23,4,1,2,7,2,2,1,249,1.0,103,62,34,1
CR_87515,20-JUN-02,0,36,34,2,1,1,0,0,5,1,249,1.0,92,130,34,1
CR_185679,15-FEB-17,0,4,4,6,5,1,0,2,5,1,316,1.0,116,29,34,1
CR_154988,31-MAY-12,0,4,4,6,5,5,6,1,6,2,316,2.0,103,29,34,1
CR_63314,05-MAR-99,7,41,41,4,1,9,8,3,6,1,249,1.0,72,62,34,1
CR_144576,24-MAY-10,0,24,24,0,0,8,3,0,5,2,174,2.0,103,93,34,1
CR_110014,11-AUG-05,0,36,34,2,1,1,0,0,5,1,174,1.0,92,29,36,0
CR_130164,20-OCT-08,7,21,23,4,1,9,8,1,6,1,316,1.0,112,62,34,1
CR_110055,16-OCT-05,0,36,34,2,1,1,0,0,5,1,303,1.0,92,62,34,1
CR_27100,22-MAR-95,0,17,16,0,0,6,4,1,6,1,249,1.0,116,29,34,1
CR_109075,04-JUN-05,0,33,32,2,1,7,1,0,5,1,174,0.0,92,93,50,1
CR_102762,04-NOV-04,0,37,37,0,0,6,4,1,6,1,249,1.0,72,93,34,1
CR_12135,05-APR-93,0,9,10,7,3,4,2,2,6,3,316,3.0,54,80,34,1
CR_168499,18-SEP-14,0,17,16,0,0,2,7,1,5,1,174,1.0,103,107,34,1
CR_21376,19-AUG-94,0,33,32,2,1,5,6,0,5,1,174,0.0,72,29,48,1
CR_7870,22-JUN-92,0,33,32,2,1,6,4,0,5,1,0,1.0,72,29,34,1
CR_111764,18-JUL-05,0,49,49,6,5,6,4,1,6,1,174,1.0,103,62,34,1
CR_154194,06-NOV-11,0,49,49,6,5,5,6,2,6,1,303,1.0,103,62,34,1
CR_16327,21-DEC-93,1,36,34,2,1,15,10,0,5,1,174,0.0,18,93,46,1
CR_101763,28-JUN-04,0,33,32,2,1,8,3,0,5,1,174,0.0,103,29,43,1
CR_91137,25-OCT-03,0,4,4,6,5,2,7,1,6,1,316,1.0,72,130,34,1
CR_138769,17-JUL-09,0,32,31,4,1,8,3,1,6,1,316,1.0,113,14,34,1
CR_68505,17-JUN-00,0,24,24,0,0,6,4,2,5,1,0,1.0,103,142,34,1
CR_4357,25-FEB-91,1,49,49,6,5,16,12,0,5,2,249,2.0,103,29,34,1
CR_110454,26-JUL-05,0,37,37,0,0,3,5,0,5,1,127,1.0,92,142,34,1
CR_156995,21-JUN-12,0,24,24,0,0,4,2,1,5,1,330,0.0,103,119,48,1
CR_97070,30-JUL-04,0,2,3,10,3,8,3,1,6,1,249,0.0,103,142,34,1
CR_150482,15-DEC-11,0,21,23,4,1,8,3,0,5,1,174,0.0,92,14,0,1
CR_156273,03-JUL-12,0,18,18,9,0,7,1,0,5,1,328,1.0,103,142,34,1
CR_101398,26-SEP-04,0,30,35,7,3,2,7,1,6,1,316,1.0,103,62,34,1
CR_70204,03-JAN-00,0,36,34,2,1,1,0,0,5,2,174,1.0,18,93,38,0
CR_148661,15-MAR-11,0,4,4,6,5,1,0,4,6,1,0,1.0,72,29,34,1
CR_15250,18-JAN-93,0,33,32,2,1,8,3,1,6,1,249,1.0,103,29,34,1
CR_49230,04-JUN-98,0,4,4,6,5,6,4,1,6,1,249,1.0,18,29,34,1
CR_24580,26-DEC-95,1,3,2,3,5,15,10,0,5,2,128,1.0,103,0,34,0
CR_121929,23-MAR-07,0,16,15,0,0,1,0,16,2,1,316,1.0,72,62,34,1
CR_50568,06-JAN-98,0,4,4,6,5,7,1,1,6,2,263,1.0,72,62,34,0
CR_121683,21-JUL-07,0,9,10,7,3,4,2,1,5,1,249,1.0,103,130,34,1
CR_91263,05-OCT-03,0,4,4,6,5,5,6,3,6,1,303,1.0,12,62,34,1
CR_126461,06-FEB-07,1,47,48,7,3,16,12,4,3,1,316,1.0,112,29,34,1
CR_37187,04-NOV-96,0,25,25,9,0,5,6,1,6,1,249,1.0,72,14,34,1
CR_124419,08-FEB-07,0,33,32,2,1,5,6,0,5,1,174,0.0,92,93,50,1
CR_186166,24-NOV-17,0,7,8,7,3,2,7,0,5,1,174,,59,130,23,1
CR_184414,22-JUN-16,0,51,50,7,3,8,3,1,6,1,313,0.0,42,142,0,1
CR_155917,26-SEP-12,0,9,10,7,3,4,2,3,2,2,0,2.0,103,142,34,1
CR_185626,03-JAN-17,3,4,4,6,5,9,8,1,6,1,249,1.0,92,80,34,1
CR_52486,04-JUN-98,0,22,22,7,3,2,7,10,6,1,316,1.0,72,29,34,1
CR_102383,07-JUN-04,1,36,34,2,1,15,10,0,5,1,174,0.0,92,93,43,1
CR_112875,06-FEB-06,1,4,4,6,5,15,10,4,6,1,316,1.0,112,62,34,1
CR_155705,21-FEB-12,0,6,6,4,1,5,6,1,2,3,249,3.0,103,130,34,1
CR_66323,18-APR-00,0,4,4,6,5,4,2,1,6,1,303,1.0,72,62,34,1
CR_163651,03-JUL-13,1,24,24,0,0,15,10,2,6,5,249,5.0,103,29,34,1
CR_26718,29-SEP-95,1,9,10,7,3,15,10,3,6,1,0,1.0,72,29,34,1
CR_79955,22-MAR-01,0,37,37,0,0,4,2,0,5,1,249,0.0,92,29,34,1
CR_3148,07-JAN-91,1,36,34,2,1,15,10,0,5,1,249,1.0,92,93,34,1
CR_115544,24-MAY-06,0,24,24,0,0,5,6,0,5,1,0,1.0,72,142,34,1
CR_112226,05-JUL-06,0,4,4,6,5,5,6,1,5,1,174,0.0,103,107,0,1
CR_66546,16-JUN-00,1,4,4,6,5,16,12,1,6,2,0,2.0,103,130,34,1
CR_33406,26-MAR-96,0,4,4,6,5,6,4,1,5,1,316,1.0,72,80,34,1
CR_128385,20-SEP-08,0,4,4,6,5,1,0,1,6,1,316,1.0,72,29,34,1
CR_136275,06-APR-09,0,4,4,6,5,5,6,0,5,1,174,0.0,24,29,0,1
CR_95218,15-JUL-03,1,36,34,2,1,15,10,0,5,1,174,0.0,92,29,43,1
CR_122594,08-DEC-07,1,22,22,7,3,15,10,0,5,1,174,0.0,112,29,23,1
CR_60634,31-AUG-99,0,24,24,0,0,8,3,1,6,1,321,1.0,103,77,34,1
CR_145440,13-MAY-10,0,33,32,2,1,6,4,3,6,1,249,1.0,92,93,34,1
CR_163085,01-NOV-13,0,21,23,4,1,6,4,0,5,1,174,1.0,103,93,34,1
CR_26884,09-MAR-95,0,15,14,3,5,5,6,2,6,1,316,1.0,98,80,34,1
CR_101840,08-MAY-04,0,33,32,2,1,5,6,0,5,1,174,0.0,112,93,43,1
CR_177506,06-JUN-15,0,45,45,10,3,4,2,1,6,1,316,1.0,72,62,34,1
CR_130454,20-JUN-08,0,24,24,0,0,7,1,0,5,1,328,1.0,103,142,34,1
CR_58604,01-JUL-99,1,4,4,6,5,16,12,2,5,2,285,2.0,103,62,34,1
CR_125087,06-NOV-07,1,36,34,2,1,15,10,0,5,1,174,0.0,92,93,43,1
CR_91670,25-OCT-03,0,7,8,7,3,2,7,1,6,1,316,1.0,92,62,34,1
CR_36673,26-JUN-96,0,24,24,0,0,7,1,0,5,1,174,1.0,72,133,34,1
CR_135157,05-JAN-09,0,3,2,3,5,1,0,1,2,1,0,1.0,34,80,34,1
CR_196642,03-APR-18,1,37,37,0,0,16,12,1,6,1,249,1.0,67,29,34,1
CR_185304,05-SEP-17,0,4,4,6,5,4,2,1,2,1,0,1.0,2,62,34,1
CR_84142,02-APR-02,0,6,6,4,1,5,6,1,2,1,316,0.0,103,142,34,1
CR_165646,10-JUN-13,0,37,37,0,0,2,7,2,2,1,316,1.0,92,107,34,1
CR_162307,22-NOV-13,0,9,10,7,3,6,4,0,5,1,174,1.0,103,142,34,1
CR_144277,12-MAR-10,1,22,22,7,3,15,10,0,5,1,174,0.0,92,29,0,1
CR_96244,05-NOV-03,1,45,45,10,3,12,16,1,2,1,316,1.0,103,80,34,1
CR_41825,13-JUL-97,0,4,4,6,5,1,0,1,5,1,249,1.0,103,93,34,1
CR_87538,19-AUG-02,0,36,34,2,1,1,0,0,5,1,174,0.0,18,133,46,1
CR_170168,04-SEP-14,0,33,32,2,1,6,4,1,0,1,249,1.0,48,14,34,1
CR_10907,09-AUG-92,0,49,49,6,5,2,7,1,5,1,249,1.0,103,62,34,1
CR_111051,07-OCT-05,0,45,45,10,3,6,4,1,2,1,316,1.0,72,142,34,1
CR_124171,23-AUG-07,0,33,32,2,1,6,4,0,5,1,174,0.0,112,29,43,1
CR_12495,19-FEB-93,0,16,15,0,0,8,3,3,5,1,0,1.0,72,29,34,1
CR_15267,18-AUG-93,0,33,32,2,1,7,1,4,6,1,249,1.0,72,62,34,1
CR_74978,30-MAY-01,7,4,4,6,5,9,8,0,5,1,249,1.0,112,119,34,1
CR_61426,06-DEC-99,0,32,31,4,1,8,3,1,6,1,316,1.0,112,115,34,1
CR_4313,09-SEP-91,0,49,49,6,5,8,3,1,6,1,316,1.0,112,62,34,1
CR_34370,09-SEP-96,0,4,4,6,5,4,2,0,5,1,249,1.0,103,119,34,1
CR_27576,09-JAN-95,1,22,22,7,3,15,10,0,5,1,174,1.0,103,142,34,1
CR_5467,12-MAY-92,1,9,10,7,3,15,10,1,6,1,249,1.0,112,29,34,1
CR_157571,15-MAR-12,0,25,25,9,0,6,4,1,2,1,0,1.0,98,80,34,1
CR_112704,12-OCT-06,0,4,4,6,5,4,2,1,5,1,174,0.0,112,29,23,1
CR_44599,21-SEP-97,1,22,22,7,3,15,10,1,2,1,249,1.0,103,142,34,1
CR_39434,29-APR-96,0,37,37,0,0,3,5,1,6,1,249,1.0,72,29,34,1
CR_126696,13-NOV-07,0,47,48,7,3,4,2,1,6,1,316,1.0,98,29,34,1
CR_187066,08-AUG-17,1,19,19,1,3,18,13,0,5,1,323,1.0,98,136,34,1
CR_138134,16-SEP-09,0,24,24,0,0,5,6,2,6,1,249,1.0,98,29,34,1
CR_173391,08-MAR-15,0,4,4,6,5,2,7,1,2,1,316,1.0,72,103,34,1
CR_88799,11-FEB-02,0,45,45,10,3,1,0,2,6,1,316,1.0,103,62,34,1
CR_84838,25-JAN-02,0,17,16,0,0,7,1,1,6,1,249,1.0,102,80,34,1
CR_173292,23-NOV-15,1,4,4,6,5,15,10,1,6,2,316,2.0,12,62,34,1
CR_31906,31-AUG-95,0,49,49,6,5,7,1,0,5,1,249,1.0,103,29,34,1
CR_14013,27-JAN-93,0,23,21,4,1,5,6,1,6,1,316,1.0,112,29,34,1
CR_176956,18-SEP-15,0,37,37,0,0,2,7,2,2,1,303,1.0,72,142,34,1
CR_137651,26-MAY-09,0,21,23,4,1,2,7,1,6,1,174,1.0,103,93,34,1
CR_169551,12-JAN-14,0,25,25,9,0,7,1,1,5,2,174,2.0,103,29,34,1
CR_39132,16-JUN-96,1,36,34,2,1,15,10,1,6,1,249,1.0,92,133,34,1
CR_61718,12-JUN-99,0,33,32,2,1,6,4,0,5,1,174,0.0,103,62,43,1
CR_178333,27-MAR-16,0,3,2,3,5,1,0,0,5,1,174,1.0,72,93,34,1
CR_162329,19-MAY-13,0,9,10,7,3,5,6,1,6,1,249,1.0,54,29,34,1
CR_117360,25-MAY-06,0,36,34,2,1,1,0,1,2,1,0,1.0,92,62,34,1
CR_101837,23-DEC-04,0,33,32,2,1,6,4,1,5,1,249,1.0,72,130,34,1
CR_76829,04-SEP-01,0,21,23,4,1,2,7,1,2,1,249,1.0,103,142,34,1
CR_155911,23-JUN-12,1,9,10,7,3,15,10,1,5,1,174,1.0,103,107,34,1
CR_175008,02-JUL-15,0,24,24,0,0,5,6,0,5,1,313,0.0,42,107,0,1
CR_99619,27-JUL-04,0,18,18,9,0,3,5,2,5,2,249,0.0,103,29,34,1
CR_14941,16-MAY-93,0,33,32,2,1,6,4,1,6,1,249,1.0,103,80,34,1
CR_66151,03-JAN-00,0,4,4,6,5,5,6,5,5,1,316,1.0,72,29,34,1
CR_163138,13-FEB-13,0,21,23,4,1,2,7,1,2,1,249,1.0,59,142,34,1
CR_14945,03-AUG-93,0,33,32,2,1,6,4,0,5,1,249,1.0,109,29,34,1
CR_196036,29-NOV-18,0,33,32,2,1,6,4,1,6,1,174,,111,29,43,1
CR_56664,26-DEC-99,0,3,2,3,5,1,0,0,5,1,127,1.0,109,93,34,1
CR_75044,12-MAY-01,0,4,4,6,5,4,2,1,6,1,249,1.0,103,29,34,1
CR_100935,02-JUN-04,0,24,24,0,0,7,1,1,6,1,0,0.0,103,29,34,1
CR_55530,09-MAR-98,0,40,40,2,1,1,0,1,5,1,127,1.0,103,29,34,1
CR_87541,31-AUG-02,0,36,34,2,1,1,0,1,2,1,249,1.0,92,93,34,1
CR_75068,11-SEP-01,0,4,4,6,5,6,4,0,5,1,174,1.0,103,130,34,1
CR_33370,14-OCT-96,0,4,4,6,5,6,4,0,5,1,174,1.0,103,130,34,1
CR_55340,07-JUL-98,1,39,39,6,5,15,10,3,6,1,316,1.0,72,29,34,1
CR_108366,30-APR-05,0,24,24,0,0,2,7,1,6,1,249,1.0,98,29,34,1
CR_190138,09-JUN-17,1,38,38,10,3,13,18,1,6,1,231,1.0,103,142,34,1
CR_172257,14-JUL-14,0,49,49,6,5,2,7,0,5,1,316,1.0,54,142,34,1
CR_9236,20-MAY-92,0,36,34,2,1,4,2,0,6,1,249,1.0,92,80,34,1
CR_39419,10-NOV-96,0,37,37,0,0,3,5,2,2,1,249,1.0,72,142,34,1
CR_19948,22-MAR-94,0,16,15,0,0,1,0,0,5,1,174,1.0,103,80,34,1
CR_679,18-APR-91,0,21,23,4,1,2,7,0,5,6,120,3.0,92,62,34,0
CR_21421,01-MAR-94,0,33,32,2,1,8,3,0,5,1,249,1.0,112,14,34,1
CR_13906,22-NOV-93,1,22,22,7,3,15,10,0,5,1,174,0.0,112,130,23,1
CR_11702,20-AUG-93,1,5,5,3,5,15,10,0,5,3,249,3.0,92,142,34,1
CR_39555,09-NOV-96,0,38,38,10,3,3,5,2,2,1,316,1.0,87,142,34,1
CR_59545,27-MAY-99,0,16,15,0,0,4,2,1,6,1,249,1.0,72,29,34,1
CR_74669,15-SEP-01,0,4,4,6,5,2,7,4,6,1,316,1.0,72,130,34,1
CR_173775,16-JAN-15,0,7,8,7,3,2,7,1,2,1,0,1.0,72,62,34,1
CR_69791,11-JUN-00,0,33,32,2,1,7,1,0,5,1,174,0.0,72,29,48,1
CR_55614,08-APR-98,7,41,41,4,1,9,8,21,6,2,249,2.0,72,29,34,1
CR_170718,18-APR-14,1,36,34,2,1,15,10,1,5,1,174,0.0,103,93,43,1
CR_170802,24-AUG-14,0,36,34,2,1,7,1,1,6,1,316,1.0,92,29,34,1
CR_8449,03-NOV-92,0,36,34,2,1,1,0,1,2,1,0,1.0,92,93,34,1
CR_17500,16-SEP-93,0,45,45,10,3,7,1,0,5,1,249,1.0,103,29,34,1
CR_170760,29-SEP-14,1,36,34,2,1,15,10,1,5,1,174,0.0,92,93,43,1
CR_43899,09-DEC-97,1,17,16,0,0,11,17,0,5,1,174,0.0,112,133,46,1
CR_72871,23-JAN-01,0,3,2,3,5,2,7,0,5,1,174,0.0,116,29,0,1
CR_182528,10-MAY-16,0,36,34,2,1,1,0,1,6,1,0,1.0,92,62,34,1
CR_158925,23-JUL-12,0,36,34,2,1,1,0,0,5,1,174,1.0,103,93,36,0
CR_114431,15-APR-06,0,18,18,9,0,3,5,2,3,2,316,2.0,72,29,34,1
CR_97253,06-MAY-04,7,3,2,3,5,9,8,0,5,1,174,1.0,103,29,34,1
CR_110054,01-OCT-05,0,36,34,2,1,1,0,0,5,1,316,1.0,103,142,34,1
CR_100797,09-MAY-04,0,24,24,0,0,9,8,0,5,1,328,0.0,103,133,34,1
CR_24905,07-FEB-95,0,4,4,6,5,1,0,0,5,1,249,1.0,72,80,34,1
CR_94716,16-MAY-03,1,36,34,2,1,16,12,1,6,1,249,1.0,92,124,34,1
CR_132469,31-JUL-08,1,36,34,2,1,15,10,0,5,2,174,0.0,92,29,0,1
CR_185521,13-APR-17,0,4,4,6,5,4,2,1,6,1,303,1.0,72,80,34,1
CR_103078,04-AUG-04,0,38,38,10,3,8,3,0,5,1,174,0.0,112,29,23,1
CR_197096,05-FEB-18,0,39,39,6,5,2,7,0,5,1,249,1.0,92,140,34,1
CR_58140,20-FEB-99,0,4,4,6,5,1,0,2,2,2,316,2.0,54,142,34,1
CR_107616,19-JAN-05,7,21,23,4,1,9,8,0,5,1,249,1.0,112,87,34,1
CR_165788,12-DEC-13,7,40,40,2,1,9,8,0,5,2,249,2.0,103,93,34,1
CR_110595,13-SEP-05,0,39,39,6,5,8,3,1,6,1,249,1.0,72,80,34,1
CR_75917,01-NOV-01,0,16,15,0,0,7,1,0,5,1,174,0.0,72,29,43,1
CR_133194,29-AUG-08,0,37,37,0,0,3,5,2,6,3,249,3.0,92,29,34,1
CR_26127,08-NOV-95,0,4,4,6,5,2,7,0,5,1,174,1.0,103,93,34,1
CR_186227,10-FEB-17,7,8,7,7,3,9,8,1,6,1,249,1.0,110,80,34,1
CR_187164,14-DEC-17,0,21,23,4,1,6,4,0,5,1,174,0.0,111,29,0,1
CR_96741,03-SEP-03,1,49,49,6,5,15,10,0,5,1,249,1.0,103,14,34,1
CR_154982,29-JAN-12,0,4,4,6,5,6,4,0,5,1,174,1.0,103,29,34,1
CR_179443,22-NOV-16,0,5,5,3,5,3,5,1,5,2,174,2.0,103,29,34,1
CR_174508,13-OCT-15,0,21,23,4,1,4,2,0,5,1,0,1.0,97,62,34,1
CR_140705,04-JUN-09,0,43,43,9,0,5,6,1,6,1,316,1.0,31,0,34,1
CR_63365,12-APR-99,0,42,42,7,3,9,8,1,6,1,249,1.0,72,29,34,1
CR_145000,29-SEP-10,0,28,28,3,5,6,4,0,5,1,328,1.0,103,93,34,1
CR_95130,28-JUN-03,1,36,34,2,1,15,10,0,5,1,174,1.0,92,93,36,0
CR_10762,11-DEC-92,0,49,49,6,5,8,3,1,6,2,179,1.0,34,14,9,0
CR_148634,28-NOV-11,0,4,4,6,5,4,2,0,5,1,174,0.0,72,130,0,1
CR_134913,03-SEP-08,0,50,51,0,0,8,3,1,6,1,325,1.0,113,25,34,1
CR_22928,10-SEP-94,1,38,38,10,3,16,12,0,5,1,174,1.0,92,29,34,1
CR_63565,13-OCT-99,0,45,45,10,3,6,4,1,6,1,316,1.0,34,29,34,1
CR_126343,23-FEB-07,0,45,45,10,3,1,0,1,2,1,316,1.0,92,62,34,1
CR_74749,12-SEP-01,0,4,4,6,5,2,7,1,6,2,0,2.0,72,130,34,1
CR_12022,13-NOV-93,1,9,10,7,3,15,10,1,2,1,316,1.0,72,142,34,1
CR_178647,11-NOV-16,1,4,4,6,5,15,10,0,5,1,174,1.0,103,103,34,1
CR_11206,22-MAR-93,0,3,2,3,5,1,0,0,5,1,174,1.0,72,29,34,1
CR_176698,27-FEB-15,0,37,37,0,0,3,5,1,2,1,249,1.0,109,14,34,1
CR_182531,15-MAY-16,0,36,34,2,1,1,0,1,5,1,174,0.0,92,130,43,1
CR_48806,01-MAY-98,0,3,2,3,5,4,2,1,6,2,249,2.0,103,29,34,1
CR_192237,10-AUG-18,0,4,4,6,5,1,0,1,2,1,316,1.0,98,80,34,1
CR_5083,07-AUG-92,0,6,6,4,1,5,6,1,6,1,174,0.0,18,53,46,1
CR_79827,22-MAY-01,0,37,37,0,0,5,6,0,5,1,249,1.0,103,14,34,1
CR_188602,21-SEP-17,0,30,35,7,3,2,7,0,5,1,174,1.0,103,93,34,1
CR_45981,18-APR-97,0,33,32,2,1,7,1,0,5,1,249,1.0,112,29,34,1
CR_16584,14-OCT-93,0,37,37,0,0,2,7,3,2,1,0,1.0,72,142,34,1
CR_129372,18-DEC-08,0,14,17,9,0,4,2,2,6,1,249,1.0,54,62,34,1
CR_76552,03-JUL-01,0,21,23,4,1,8,3,0,5,1,174,0.0,72,29,43,1
CR_197687,29-NOV-18,0,45,45,10,3,7,1,1,6,1,74,1.0,103,139,34,1
CR_148415,15-OCT-11,1,3,2,3,5,16,12,0,5,1,316,1.0,12,62,34,1
CR_9981,15-NOV-92,0,41,41,4,1,5,6,0,5,1,316,1.0,72,29,34,1
CR_137892,15-NOV-09,0,22,22,7,3,2,7,0,5,1,174,0.0,112,29,23,1
CR_6559,24-AUG-92,3,22,22,7,3,9,8,1,6,2,0,2.0,92,14,34,1
CR_122189,04-SEP-07,0,21,23,4,1,9,8,0,5,1,174,0.0,92,29,43,1
CR_87870,16-AUG-02,7,36,34,2,1,9,8,0,5,2,249,1.0,92,29,34,1
CR_113735,07-APR-06,7,6,6,4,1,9,8,0,5,2,249,2.0,112,29,34,1
CR_187982,10-AUG-17,5,24,24,0,0,18,13,1,2,1,218,0.0,72,142,48,1
CR_5451,07-DEC-92,1,9,10,7,3,15,10,0,5,1,174,1.0,103,29,34,1
CR_5689,04-JUN-92,0,16,15,0,0,5,6,0,5,5,249,5.0,18,93,34,1
CR_29164,30-OCT-95,0,33,32,2,1,6,4,0,5,1,174,0.0,92,130,43,1
CR_32844,30-APR-96,0,4,4,6,5,1,0,1,6,1,0,1.0,112,29,34,1
CR_24753,02-MAY-95,0,4,4,6,5,6,4,1,2,1,316,1.0,103,142,34,1
CR_77800,01-FEB-01,0,25,25,9,0,5,6,1,2,1,249,1.0,112,29,34,1
CR_22306,22-JAN-94,0,36,34,2,1,1,0,1,6,1,249,1.0,92,29,34,1
CR_140630,01-SEP-09,1,42,42,7,3,16,12,1,6,1,0,1.0,103,115,34,1
CR_116817,18-OCT-06,0,33,32,2,1,8,3,1,6,1,249,1.0,112,93,34,1
CR_166487,28-SEP-13,1,49,49,6,5,11,17,0,5,1,174,1.0,103,142,34,1
CR_61653,29-SEP-99,0,33,32,2,1,6,4,1,6,1,249,1.0,109,29,34,1
CR_161547,25-MAY-13,0,4,4,6,5,6,4,1,6,2,316,2.0,84,87,34,1
CR_9015,20-OCT-92,0,36,34,2,1,7,1,0,2,1,249,1.0,92,142,34,1
CR_20508,19-OCT-94,0,24,24,0,0,5,6,2,6,1,316,1.0,72,29,34,1
CR_71603,05-DEC-00,0,45,45,10,3,2,7,2,6,1,174,1.0,72,29,34,1
CR_175158,23-OCT-15,1,24,24,0,0,15,10,2,6,1,174,0.0,111,29,0,1
CR_150296,24-AUG-11,0,18,18,9,0,3,5,1,6,1,316,1.0,12,29,34,1
CR_93904,03-OCT-03,7,30,35,7,3,9,8,1,6,2,179,1.0,112,62,34,0
CR_82002,15-SEP-01,0,49,49,6,5,2,7,2,6,1,249,1.0,98,130,34,1
CR_102562,15-MAR-04,1,36,34,2,1,15,10,0,5,1,249,1.0,92,133,34,1
CR_65661,11-APR-00,0,4,4,6,5,5,6,0,5,1,249,1.0,112,119,34,1
CR_162756,09-AUG-13,1,18,18,9,0,16,12,1,6,2,21,1.0,59,29,9,0
CR_19474,17-NOV-94,7,9,10,7,3,9,8,1,2,3,0,3.0,103,142,34,1
CR_194192,25-SEP-18,1,20,20,10,3,12,16,0,5,1,328,1.0,103,130,34,1
CR_1469,23-OCT-91,0,26,27,9,0,4,2,0,5,1,249,1.0,103,93,34,1
CR_65721,03-OCT-00,1,4,4,6,5,15,10,1,6,1,174,0.0,112,29,23,1
CR_24299,06-AUG-94,0,49,49,6,5,2,7,1,6,2,0,2.0,72,107,34,1
CR_172273,29-AUG-14,0,49,49,6,5,2,7,0,5,1,174,0.0,103,29,0,1
CR_170860,09-SEP-14,0,37,37,0,0,6,4,0,5,2,179,2.0,103,142,34,0
CR_149627,23-SEP-11,0,5,5,3,5,2,7,1,2,1,0,1.0,2,62,34,1
CR_77613,11-AUG-01,1,24,24,0,0,16,12,1,5,1,316,0.0,103,62,34,1
CR_120089,28-JAN-07,0,4,4,6,5,1,0,1,6,1,316,1.0,98,80,34,1
CR_15069,03-MAR-93,0,33,32,2,1,6,4,2,6,4,0,4.0,72,29,34,1
CR_24556,25-OCT-95,0,3,2,3,5,4,2,0,5,1,174,1.0,98,80,34,1
CR_76566,13-APR-01,0,21,23,4,1,5,6,1,2,1,316,0.0,72,142,34,1
CR_133242,17-AUG-08,0,37,37,0,0,2,7,2,6,2,249,2.0,18,87,34,1
CR_25209,02-JUL-95,0,4,4,6,5,1,0,1,6,1,249,1.0,103,93,34,1
CR_42086,06-NOV-97,0,4,4,6,5,4,2,0,5,1,249,1.0,103,142,34,1
CR_82839,17-AUG-02,0,4,4,6,5,1,0,1,6,2,0,2.0,103,29,34,1
CR_59974,30-JAN-99,0,21,23,4,1,7,1,0,5,1,174,1.0,92,29,34,1
CR_185290,25-FEB-17,0,4,4,6,5,4,2,1,5,1,174,,18,53,46,1
CR_56745,02-DEC-99,0,3,2,3,5,4,2,1,6,1,249,1.0,103,29,34,1
CR_6049,28-SEP-92,0,21,23,4,1,5,6,1,6,1,316,1.0,92,29,34,1
CR_134987,08-JUN-08,0,51,50,7,3,5,6,1,6,1,316,1.0,103,142,34,1
CR_3007,30-APR-91,0,36,34,2,1,1,0,1,6,1,249,1.0,92,62,34,1
CR_126573,23-MAY-07,1,47,48,7,3,15,10,0,5,2,82,0.0,103,119,0,0
CR_197671,06-JUL-18,0,45,45,10,3,6,4,1,2,1,249,1.0,98,142,34,1
CR_164449,15-APR-13,0,33,32,2,1,4,2,0,5,1,174,0.0,48,93,0,1
CR_160242,27-OCT-12,0,46,46,3,5,8,3,1,6,1,316,1.0,98,80,34,1
CR_142417,08-JUL-10,0,4,4,6,5,3,5,1,6,1,316,1.0,72,62,34,1
CR_53465,06-JUL-98,0,33,32,2,1,7,1,1,6,2,249,2.0,103,103,34,1
CR_66774,13-JUN-00,0,6,6,4,1,5,6,0,5,2,179,1.0,98,14,34,0
CR_67137,06-SEP-00,7,11,11,7,3,9,8,0,5,1,174,0.0,112,29,48,1
CR_67114,31-AUG-00,0,9,10,7,3,5,6,1,5,1,174,0.0,112,93,43,1
CR_84450,27-MAY-02,1,9,10,7,3,15,10,1,5,1,174,1.0,98,29,34,1
CR_112437,20-DEC-06,0,4,4,6,5,4,2,1,6,1,316,1.0,72,29,34,1
CR_105065,19-MAY-05,1,4,4,6,5,15,10,4,6,1,0,1.0,87,130,34,1
CR_68539,17-JUN-00,0,24,24,0,0,5,6,1,5,1,127,0.0,92,29,43,1
CR_182049,03-NOV-16,0,33,32,2,1,7,1,0,5,1,174,0.0,112,107,43,1
CR_186105,18-AUG-17,0,7,8,7,3,2,7,0,5,1,174,,103,29,43,1
CR_33662,05-APR-96,0,4,4,6,5,3,5,0,5,1,174,0.0,24,107,0,1
CR_190591,25-AUG-17,0,44,44,1,3,5,6,1,2,1,0,1.0,48,14,34,1
CR_157567,17-JUN-12,0,25,25,9,0,3,5,1,6,2,174,2.0,103,103,34,1
CR_187648,02-SEP-17,1,22,22,7,3,15,10,3,6,1,102,1.0,92,29,34,1
CR_140191,06-NOV-09,1,37,37,0,0,11,17,1,6,1,323,0.0,92,115,23,1
CR_165312,24-JUN-13,5,36,34,2,1,18,13,1,5,1,174,0.0,92,93,43,1
CR_67836,17-JAN-00,0,21,23,4,1,4,2,1,6,1,249,1.0,59,29,34,1
CR_49609,25-OCT-98,0,4,4,6,5,1,0,1,6,2,249,2.0,103,29,34,1
CR_4912,29-MAR-92,0,5,5,3,5,3,5,2,6,3,249,3.0,34,29,34,1
CR_39820,30-JAN-96,0,40,40,2,1,1,0,5,6,2,174,2.0,72,29,34,1
CR_114704,15-APR-06,0,21,23,4,1,5,6,1,6,1,0,1.0,103,29,34,1
